,INC,OUT,TEN,MCH,BAN
1941,13719.94,7.560121916,9.660168743,152.462354,1510.790984
1943,49270.7,13.29065491,24.37711744,204.961033,2463.393795
1949,32720.43,10.00892011,22.04436191,202.649979,3098.243332
1950,8228.16,13.57970425,1.770031252,230.134352,907.2442013
1951,29966.23,9.197938249,1.00025934,187.609354,1154.39778
1953,10907.78,9.595766472,21.4708673,212.669463,2504.245348
1957,12895.65,7.960834129,14.21751959,277.63748,1906.330177
1958,29653.48,4.630760428,11.42145103,187.609354,1971.843122
1961,45577.26,7.754485939,8.205103396,229.993134,1288.925148
1962,19992.77,6.899189425,9.878308737,162.460772,1647.420385
1965,18493.34,9.278437133,7.757685471,222.628057,1772.090821
1966,43296.9,11.98468923,10.98734966,247.664655,2079.818241
1968,27687.94,11.87237678,3.391969552,207.609354,738.5002845
1971,9758.3,7.552930534,10.98841039,169.967067,1267.471074
1972,24805.02,8.856522955,1.268992493,240.114868,715.7384607
1974,45562.92,9.844484181,14.64298089,184.978458,1597.578464
1976,54561.94,7.083133504,4.266309981,149.97755,615.1161821
1980,83416.9,14.05737023,5.947501617,184.963371,1330.615859
1985,45631.91,6.980525959,8.69123648,169.937833,1299.240934
1987,9545.58,7.846044789,4.30774917,192.440432,811.9419618
1989,28162.54,7.901812987,1.722680046,142.515576,457.8089454
1990,33318.12,8.398877174,6.217715978,255.155493,1125.77426
1991,56817.96,11.02277295,5.412980331,182.446995,937.3165462
1993,16584.03,8.366713908,3.99171522,185.007692,854.52613
1996,20680.56,11.98417084,14.91152829,174.958118,2193.593711
1997,64242.12,0.5073749,6.22614246,275.133571,1385.020283
1999,23805.49,7.625104,10.28304,150.0208,1144.770736
2000,74915.44,10.27858,10.50826,242.6573,1724.050425
2001,17386.0,4.808304,1.229945,204.961,570.9128348
2003,29856.65,10.09367,2.105603,129.9915,904.795841
2004,84914.28,11.20146,7.976237,242.6326,1410.771138
2007,30898.32,7.713017,1.26105,235.1372,1206.875735
2008,60536.56,9.013523,7.698157,177.4945,1683.821351
2009,65062.28,8.44455,2.175619,139.965,888.7773914
2010,10305.73,9.749636,9.390135,162.4608,1574.866243
2012,23978.67,8.4926,8.433722,172.4579,1042.452905
2014,16367.17,6.006898,18.2156,184.9634,2710.705946
2015,10315.72,13.15703,14.80885,172.4885,2097.707886
2016,40783.52,7.346236,3.151239,245.1457,970.5121325
2017,19920.22,9.531669,16.81532,230.1051,2095.701636
2018,80176.6,10.62558,1.954899,252.624,655.8025029
2025,40939.24,12.07642,4.773251,232.6378,1557.79907
2026,61142.96,9.643592,4.510318,137.4836,1068.481652
2027,72734.86,9.596264,3.843142,167.4847,1349.319824
2028,74948.35,10.95793,11.38469,275.1336,1731.015044
2029,45693.25,14.54552,7.178731,132.4798,1421.45141
2034,32058.65,8.965014,7.376158,149.9378,1669.828557
2036,10533.21,12.32574,7.231407,149.9447,1388.550492
2037,68487.6,10.62793,9.84106,212.6557,1501.582551
2042,53952.59,11.02404,11.71454,277.6513,1757.837077
2043,37794.12,7.365321,3.08799,159.9656,884.8222735
2044,101907.8,9.485065,2.051002,242.6143,845.0925039
2046,32075.69,11.47946,19.50558,174.9755,2077.919709
2049,34531.07,10.73901,13.37596,230.1051,1670.352435
2050,14646.58,16.47207,11.5352,172.4567,1680.552794
2052,48476.58,12.13919,2.051657,242.6106,1187.716662
2059,14987.31,12.89594,3.465896,232.624,1206.219227
2060,54531.53,9.127013,12.4962,222.6281,2193.26463
2065,41169.69,11.49389,9.602383,257.6513,1968.75769
2070,15872.85,11.70709,5.430488,207.6386,1045.733553
2072,30575.77,11.58551,6.799748,169.9378,965.3809411
2077,16944.5,4.407474,11.61721,252.624,1671.56323
2079,116572.3,9.548649,9.881597,220.1323,1366.505082
2080,10516.36,10.82715,4.969544,194.9663,1345.940597
2082,16827.22,7.598834,12.47887,200.1652,1558.262612
2083,86877.95,14.83322,2.958575,162.4827,531.0770713
2084,45268.54,11.68917,9.955486,129.9778,1557.295826
2085,60555.18,13.27431,17.08264,149.9447,2160.951234
2086,21951.91,7.554437,12.12823,194.9744,1464.752497
2088,10120.05,4.271704,3.737401,240.1149,1010.521133
2092,41676.3,9.800684,5.855847,192.4404,768.3006696
2095,61915.61,10.74621,30.1778,230.1051,2978.208092
2096,115414.9,10.7843,5.66162,172.4705,1478.422099
2097,38228.16,14.23673,11.50316,232.6378,2050.942844
2098,17492.71,9.977086,6.818283,217.484,1280.44084
2099,19410.35,13.37836,10.48149,164.9785,1679.924727
2101,13909.89,15.13968,6.363764,159.9642,845.9832801
2104,13929.56,15.04815,13.0511,240.1149,1571.238893
2105,41181.43,12.38804,18.381,202.4433,1943.652184
2106,30997.05,9.25069,11.87278,107.4958,1464.845197
2107,53235.48,5.432771,8.182907,172.4871,1178.372362
2109,38302.75,13.2422,12.31839,142.4526,1821.920781
2110,34604.65,9.493989,5.173292,232.6378,1366.649837
2111,23646.52,5.512588,6.23273,172.4441,912.4311552
2112,101807.8,9.767021,4.252913,242.6143,995.5630984
2113,48531.85,5.985983,10.99952,220.1478,1794.594938
2114,103435.7,10.72873,7.831744,159.9942,1016.19707
2115,7521.18,17.82109,8.944195,174.991,1231.728594
2117,78026.55,2.902962,5.003409,197.6288,1106.910603
2118,9790.18,11.13286,11.53174,174.9768,1840.767702
2119,40978.57,8.762474,14.29414,242.6326,1838.646452
2126,42345.0,7.706837,8.275832,237.6549,2019.213435
2127,40134.85,8.568928,1.789614,207.4673,568.2599017
2129,68269.35,12.54175,11.4255,192.4404,1452.597026
2130,22823.11,9.521566,29.35795,277.6375,3232.873635
2131,61362.22,13.1638,3.543665,149.9447,1121.849069
2132,36887.34,11.78195,1.75453,220.1323,713.7053321
2134,14048.76,6.210987,9.637159,202.6829,1639.666431
2135,67252.64,7.576687,7.658218,277.6375,1417.62647
2136,35925.24,8.398662,2.465822,242.6326,809.8918631
2138,31637.52,12.46389,9.37017,255.1372,1428.317482
2141,68822.79,3.866889,2.432366,107.4958,688.0396207
2142,64945.46,5.57797,4.044068,104.9629,694.3512691
2143,50160.82,8.386358,13.17391,127.4958,1179.636227
2144,22622.48,14.93471,1.375567,235.1591,840.8676674
2145,53358.81,13.19778,24.34252,202.6362,3276.40737
2146,30303.35,14.58236,2.301376,225.1457,1408.898779
2149,22626.3,14.78858,5.29727,132.466,1326.549878
2150,36532.31,7.841697,5.099454,212.6228,1362.860416
2154,19284.89,13.3061,15.51194,222.65,2196.073405
2157,4795.94,10.61107,2.748652,235.1591,840.6246629
2158,44034.11,5.574893,2.830635,240.1149,753.4677251
2159,55836.3,10.29493,5.423869,184.9496,1179.381802
2160,7321.37,8.805561,12.09638,222.6326,2028.886621
2162,62998.7,12.10685,6.575242,159.9349,727.0646246
2163,60751.35,13.35871,9.951059,262.6106,1539.085061
2164,26284.13,13.22236,7.890163,210.127,1291.871722
2166,23691.5,6.488715,1.650984,247.6647,1328.483312
2167,17274.61,14.3374,5.237873,197.4725,1249.287563
2169,44186.7,16.57893,3.708394,162.447,883.6816755
2170,102090.5,6.212355,5.582839,200.1465,1146.224262
2172,4033.46,8.615047,3.523461,197.484,1173.915894
2173,11970.69,12.02949,7.535729,114.9658,965.7588051
2174,18205.32,12.47818,9.759887,172.4733,1175.631327
2178,47079.18,13.7331,3.383778,207.6094,762.0564475
2181,27252.38,13.47294,6.074592,220.1478,1197.913731
2183,1179.53,11.14827,21.58352,202.4433,1988.072662
2184,78989.36,15.51053,10.46977,159.9349,1341.803325
2188,3456.77,9.462635,8.907101,222.6326,1641.698648
2189,9011.25,10.45334,4.275019,184.9853,827.7165459
2190,104548.7,8.692293,4.836004,117.4872,786.6024394
2192,52409.75,10.99266,17.98438,159.9476,2197.871959
2193,42530.46,9.512708,2.918826,212.6415,1263.539898
2194,25761.05,10.5339,2.180679,162.4538,805.2602253
2198,18445.73,16.79023,14.1687,245.1457,2031.234186
2202,98189.95,11.03899,26.74209,245.147,3121.880615
2203,24364.42,12.77923,4.029419,137.4836,1244.250467
2204,18199.63,9.061046,19.68549,200.1185,2766.730566
2208,16752.3,13.05828,7.394788,265.1283,1449.160419
2215,13622.45,8.051613,7.458443,214.9525,931.3751448
2216,26894.86,10.03504,4.465592,232.6378,1463.186559
2219,32731.53,13.23481,25.69631,225.1457,3298.322775
2224,60537.01,9.320336,10.37052,182.4433,1772.190486
2225,72382.94,2.096375,3.478065,147.4564,889.8305751
2226,24324.5,9.195938,10.36313,172.4567,1685.196727
2228,36024.36,8.466816,9.526371,139.9816,1297.915797
2230,8233.96,11.18965,10.32825,187.6094,1683.120743
2231,48228.96,15.47441,13.85765,242.6281,1946.937264
2232,16662.12,7.201032,4.338536,172.4404,1230.940963
2234,34422.88,5.908518,2.649474,184.9634,1164.574248
2236,70459.21,14.7789,4.970731,235.1372,1450.54664
2241,52085.92,10.44399,1.198203,169.9378,276.5777606
2242,24165.59,7.739305,1.366478,210.127,634.6246024
2243,21391.97,10.66234,8.492902,207.4754,1653.756383
2245,44650.63,5.521606,2.734669,174.9882,1228.5527
2248,45161.45,13.64856,2.548892,190.127,1236.080387
2250,49799.5,19.50058,4.674085,182.497,745.4775132
2252,80750.15,7.126864,15.13792,182.4433,2128.992056
2255,15635.66,8.163008,1.703799,127.4421,744.427424
2257,33976.92,8.742106,1.4946,255.1555,1004.770111
2259,11520.48,15.30999,12.85929,169.9447,1303.045672
2261,33860.71,6.320917,4.066925,129.9926,590.2497674
2262,41037.45,8.003539,19.98033,207.6094,2261.0457
2265,11075.25,15.50087,10.77918,262.6106,1658.673224
2268,3109.66,18.31879,16.30451,245.1283,2674.664142
2270,43824.26,9.086285,7.944389,212.6557,1237.129631
2271,81110.33,11.55219,2.977062,139.965,1002.753144
2272,14493.59,13.49337,6.403857,235.1372,1588.073926
2273,50836.65,8.740627,15.88923,240.1149,2018.432674
2275,2995.33,9.331181,16.16886,270.1604,2657.509636
2281,29906.71,6.924593,7.755991,242.6326,1177.660151
2285,64074.31,10.43098,3.935134,255.1372,1151.849425
2286,26838.78,10.74227,9.049865,194.9992,1217.367061
2287,66758.56,8.941573,5.596602,164.967,1465.141784
2290,53245.7,12.51589,6.002744,194.9581,968.2908707
2294,113438.3,5.050186,6.981941,159.9794,1403.290023
2295,34247.55,17.74402,14.7857,210.1051,2230.867361
2297,28861.44,11.95606,8.079294,245.132,1403.556394
2298,31221.21,6.139202,9.487121,265.147,1523.207235
2301,22570.85,11.96338,4.770815,245.147,1550.381641
2302,1980.3,9.299708,2.65459,202.4433,479.1497047
2303,50428.1,9.962708,13.71891,225.1457,2259.182707
2304,34994.57,7.96371,12.69435,194.9768,1444.696816
2307,20821.39,11.2307,13.8206,119.9568,2020.782911
2308,2991.27,9.700795,2.130946,245.147,1147.794876
2310,46635.98,11.12455,12.77209,242.6573,1642.269113
2311,54639.21,7.711119,3.112447,160.0122,560.0748491
2312,11926.59,8.06957,6.816014,257.6375,1799.882577
2313,46256.13,4.131287,7.367806,154.9919,1515.049953
2314,56003.0,9.257301,21.08084,207.4811,2300.741445
2316,38691.98,8.719019,1.270546,124.9607,792.7917972
2317,14924.39,5.353483,16.56118,167.4847,2281.384323
2318,18088.03,8.008225,12.21802,187.656,1749.384846
2322,111971.9,9.527541,1.397042,149.9483,295.9085258
2323,34515.01,7.908108,14.98386,257.6375,2446.187988
2326,26064.31,7.160613,9.23286,255.1198,1903.763394
2327,49233.98,9.267577,2.497434,207.6386,739.280489
2328,12610.41,11.3134,15.91251,197.6288,1883.901145
2329,37475.72,7.09874,4.527648,129.9915,1190.326671
2332,59560.13,7.614454,8.970035,245.147,1760.757293
2335,39681.63,4.06907,4.244854,194.9768,829.6494763
2336,47185.23,14.56169,18.65137,217.484,1904.888901
2340,37749.42,13.5599,13.24052,159.9349,1389.232023
2341,24002.4,11.98918,9.584536,149.9776,984.1544122
2342,17758.1,9.409715,1.135161,220.1323,731.9309009
2343,31534.3,16.88379,1.835282,222.6792,1040.201495
2348,40410.46,8.4836,17.4028,139.9349,2221.185633
2349,47987.84,13.99538,5.850283,182.447,995.3738841
2351,60271.58,5.147124,2.763224,197.4725,1151.98874
2352,143972.7,12.80754,15.73243,265.147,2212.360308
2353,81586.06,9.204904,1.482474,159.9476,822.7908952
2361,15715.88,10.22095,11.14615,220.1185,1317.291468
2363,29367.86,10.45028,14.80365,164.9647,2031.533699
2364,23438.89,11.913,2.734057,147.4713,639.7154381
2365,24908.78,12.46778,10.17576,210.1518,1473.485303
2366,38009.71,6.933869,1.582585,174.9699,950.7410569
2367,27403.44,11.58268,9.38329,235.1591,1542.3033
2369,49271.35,10.51146,7.400769,220.1149,1553.818731
2370,64284.53,6.063243,6.84336,137.4698,1184.335827
2371,46676.42,15.92158,3.290431,242.6143,1045.435988
2373,14428.38,11.07048,8.882682,172.4705,1531.239282
2374,90075.68,10.68049,23.16242,142.4713,2698.307074
2377,43839.96,15.85825,9.933523,220.1149,1853.873709
2378,38886.05,13.56065,2.992589,104.9643,812.2973605
2379,26524.78,9.395636,19.57075,179.9794,1939.097667
2381,31935.51,8.929747,7.749595,129.9598,1253.992994
2385,38883.92,14.67215,12.26499,172.4567,1757.468385
2389,57329.53,8.079021,2.061636,172.4742,598.858359
2391,56488.39,9.726798,1.854011,255.1417,881.9915619
2393,12245.9,14.36615,11.36938,225.1457,2257.255977
2395,65472.96,10.4255,10.18679,210.1051,1923.446501
2398,6377.91,6.152569,5.494536,200.1323,1432.922873
2400,25584.35,9.807188,4.235635,210.127,970.6301192
2403,7614.82,10.9733,3.919919,187.656,969.0951508
2405,37853.52,8.783413,1.813049,192.4404,571.8948363
2409,8549.54,9.461247,15.41637,187.6094,2147.084163
2410,4200.47,6.214679,3.978662,257.6513,1790.477112
2414,27755.77,12.06638,15.98627,230.1051,1868.995632
2416,32253.8,10.31167,5.706255,127.4887,878.7758477
2417,47956.52,7.709204,11.63009,275.1198,1687.100467
2418,35534.12,9.942905,6.364903,184.9634,1352.42705
2421,34508.61,10.23565,11.11794,194.9581,1505.877788
2422,43660.61,10.62896,2.96972,164.967,1444.44469
2424,15264.99,9.134223,3.664542,127.4421,963.6972905
2425,78456.37,9.346821,14.10183,237.6549,2353.047822
2429,21196.66,9.520453,20.5514,179.9476,2023.901526
2430,41959.76,11.16575,1.704751,172.4567,964.1421939
2433,27766.98,6.35624,7.948145,164.9647,1559.056164
2435,55663.41,9.871425,20.22191,200.1185,2643.645671
2436,79846.9,9.358906,1.932155,182.4538,552.2795704
2437,27643.15,13.13329,19.93923,242.6573,2336.999053
2438,44078.45,8.546853,5.620998,139.965,1077.685443
2439,64027.82,8.71185,6.446079,169.9447,918.6663119
2441,19510.49,11.4017,6.582225,149.9776,886.9671382
2442,43467.62,10.48505,2.420905,222.6281,1585.087297
2443,59419.82,13.83841,2.608423,222.6326,1328.874126
2444,35143.78,10.43682,9.248419,242.6106,1792.520072
2446,35587.78,13.52535,2.077466,235.1372,1244.139414
2447,46121.72,10.10656,19.06753,262.6106,2215.644479
2451,76411.65,9.649624,5.886238,212.6695,1391.330245
2452,21542.79,6.551988,4.336113,139.9349,1046.765683
2454,54215.89,13.0395,2.930277,242.6143,868.2420268
2456,20415.05,11.15686,1.293544,129.9483,712.4768186
2457,28911.98,14.29507,1.76478,139.965,826.331106
2458,32193.76,3.464197,15.4459,182.4433,1983.907992
2460,43925.68,10.67296,8.939477,154.9755,1588.984136
2465,58940.98,9.320977,3.761061,197.4702,1151.905186
2468,37908.68,6.985784,19.12428,187.6094,2392.010213
2469,21594.91,11.18568,13.85176,192.4404,1584.550026
2472,25408.07,15.88055,1.895979,152.5022,716.6438092
2473,29602.2,12.79546,2.446064,194.9525,1066.183659
2474,37471.31,9.731762,2.464275,174.9768,1030.224777
2475,5923.37,15.21575,14.80349,192.4705,1661.346466
2476,30227.9,9.63933,8.040278,182.49,1058.595152
2478,75295.21,12.49263,20.13722,217.484,2083.650225
2479,64898.06,9.779093,4.355677,242.6281,1002.004764
2480,78472.21,14.54789,16.04377,132.466,2062.862632
2486,76925.67,9.380891,2.919931,142.4713,899.976724
2487,27140.05,16.19038,12.86551,255.1198,1966.201755
2489,81491.12,8.669476,15.92001,200.1185,2223.458561
2490,33192.8,9.237382,4.85088,200.1652,1131.789188
2491,40719.95,10.91998,4.847411,147.4738,602.6894614
2492,42866.35,10.99018,2.758575,232.6415,929.5655793
2494,14709.22,9.490979,1.757261,194.9581,589.6405069
2495,101534.0,6.548344,16.87028,210.1051,2329.543371
2499,8137.46,13.14319,2.301772,222.6281,1224.80823
2511,53116.06,8.183544,10.52249,159.9349,1256.923905
2512,32014.25,4.649681,9.836216,164.967,1700.500703
2513,18846.03,9.447787,10.85169,194.9663,1864.932987
2514,26639.43,8.834633,8.973181,240.1149,1367.523632
2516,31155.68,7.499758,14.17599,242.6326,1663.204506
2517,17089.71,4.280086,8.619877,200.1323,1687.301468
2518,67354.4,6.965079,17.91527,149.9447,2281.632997
2520,31697.79,13.54662,12.52502,207.4754,2267.526558
2522,14876.32,8.80007,3.840589,159.9656,808.7858345
2523,16419.87,13.25797,5.142628,232.6707,1045.919275
2524,21028.18,14.10578,2.067128,255.1555,864.371328
2526,71373.4,12.51035,2.589165,252.624,662.5967184
2529,25340.62,7.603034,16.81789,142.4689,2062.922234
2530,38566.88,7.062036,18.529,255.1336,2600.878739
2531,55179.21,6.529096,14.39213,190.1737,1765.073078
2532,39328.19,12.72846,8.457034,220.1323,1498.783318
2534,20773.28,8.067406,1.413033,162.447,950.4411542
2535,62362.09,8.889321,3.680185,137.4392,587.7258611
2537,23000.55,5.6162,1.025579,184.9853,570.4516207
2541,28664.45,5.071108,3.148665,149.9378,1025.253482
2543,20985.69,8.552086,4.044209,245.132,991.6890153
2545,20613.16,6.252401,2.917886,132.466,945.7273128
2547,24372.17,8.613955,1.740144,242.6573,981.3822842
2548,59010.69,12.67157,9.470798,242.6326,1398.131991
2552,45016.56,10.94745,7.990345,222.6143,1654.594921
2553,50375.2,11.40109,1.500126,232.6415,676.2344842
2554,111592.0,9.241887,6.732509,202.6829,1153.214047
2555,37928.26,6.726035,1.442102,222.6792,837.2614393
2558,49535.29,13.56355,6.905862,199.9902,1606.823213
2560,63348.18,7.353978,4.984918,172.4705,1108.077901
2561,17104.77,8.738173,10.45497,139.9861,1307.834074
2564,142650.5,2.820841,5.014012,245.1283,1501.093332
2566,31492.57,6.754503,7.437784,230.1051,1170.676993
2568,19685.04,15.8001,13.43811,174.9768,1965.462483
2573,27105.8,7.526996,7.744129,167.4564,720.6519058
2576,24625.37,10.06942,6.960522,162.4676,1466.444336
2577,7418.73,8.417611,5.525134,277.6513,1288.15613
2578,25696.67,7.655763,10.29048,194.9663,1815.26546
2580,24431.39,9.044468,1.794202,174.9768,917.029715
2583,51872.86,10.35484,12.91538,217.4702,1524.881001
2584,41212.98,11.74908,11.59627,202.6362,1929.992785
2586,20896.26,8.884262,3.771607,207.4974,1117.284921
2589,11250.31,10.42511,1.393262,240.1149,722.2139832
2590,70435.61,12.17307,12.173,149.9447,1619.686288
2594,31614.26,14.64439,6.24751,175.1331,986.8685971
2596,20306.89,9.811647,10.02603,162.4937,1183.503581
2597,61478.9,13.91858,28.22989,139.965,3068.956506
2602,9336.09,14.27424,14.01692,207.4754,2099.82555
2604,32952.41,9.749545,5.457127,202.65,1589.753327
2606,46183.09,8.650145,8.867664,252.6378,1362.782508
2607,90253.73,10.96431,6.663036,162.447,1292.032339
2609,42550.92,9.513517,13.75426,277.6375,1947.058707
2610,38411.45,8.846501,2.367066,232.6378,1136.589804
2613,31609.92,8.776267,1.768753,220.1478,736.3553892
2614,61843.65,7.89302,18.25291,182.4762,1863.348549
2616,54507.42,6.322552,29.95876,255.1417,3119.385384
2619,27520.03,10.02298,6.368504,202.65,1756.610979
2620,24128.19,10.53533,7.674186,162.4937,924.1809843
2624,47950.33,11.70586,7.8432,147.4421,935.4475784
2626,36598.52,10.76274,5.150963,165.0182,822.9997439
2627,20980.42,9.720452,24.2732,275.1336,2765.521967
2629,6074.44,10.997,13.81972,162.4713,1438.002278
2630,36966.64,8.401275,1.37258,187.656,680.4074741
2632,128114.3,9.466427,12.23147,217.4702,1483.466725
2634,47958.56,10.47559,2.599617,149.9913,650.0225046
2635,30462.45,10.7882,2.827378,164.967,965.4344564
2636,20382.46,9.545723,16.12971,197.484,2275.291432
2640,43867.04,9.438856,3.82548,222.6143,1134.14173
2643,77380.28,10.7808,4.310974,240.1149,1024.131285
2644,40628.46,12.11645,1.200106,164.9889,336.3711095
2645,29680.81,8.997143,1.99818,194.9768,758.9886777
2647,14527.8,9.976783,13.05373,220.1185,1761.265371
2651,44711.74,11.79632,6.307859,107.4806,862.6906733
2652,7004.93,6.914264,4.812563,172.4885,1003.080929
2655,49271.78,13.31371,16.7433,245.147,2536.53749
2657,39603.42,10.19664,6.7064,159.9875,877.2126863
2658,138555.9,13.31326,11.96096,142.4827,2058.120961
2659,20246.17,9.072518,7.900866,184.9853,1063.793472
2663,4566.8,12.25739,4.469398,159.9942,834.0925038
2665,33765.05,7.328353,2.82818,182.49,1092.512913
2666,15205.14,15.12772,6.71156,255.1665,1200.461726
2669,48293.12,11.58885,7.896371,202.65,1725.323883
2670,83923.73,11.80835,15.06815,119.9897,1516.686884
2671,10487.07,9.235801,3.700985,252.624,924.6142337
2675,70321.71,12.99114,4.617824,187.4847,967.8404944
2679,21987.29,12.33937,7.495281,127.4586,968.8124201
2686,80674.2,11.83935,10.06395,220.1615,1686.732783
2689,75633.41,12.41174,4.526424,164.9785,1395.575443
2690,18944.96,11.64528,6.183692,172.4579,981.2775952
2691,8840.8,8.721081,17.27999,257.6549,2074.948906
2696,50263.94,10.2098,21.09953,174.9882,2540.062525
2697,18967.02,8.659247,1.989684,217.484,714.7114049
2698,57675.63,12.84399,17.55759,184.9797,2258.203171
2700,33868.71,14.47447,8.436679,129.9763,1214.354546
2701,48969.64,9.289829,15.2198,147.4421,1429.845787
2702,22041.71,10.00097,9.436909,149.9598,1150.114958
2703,25491.07,17.44685,13.50244,192.4705,1544.180199
2704,23705.5,10.81239,1.717359,152.4579,944.8425929
2705,16680.61,4.06556,2.199825,182.4653,518.7305953
2706,108960.7,8.92923,1.387769,159.9656,617.6429974
2707,18347.2,11.30999,10.39542,220.1615,1581.59431
2708,41305.01,10.98554,9.026366,182.49,1146.502548
2710,68024.79,6.654657,4.243723,232.6415,1021.747631
2711,53148.58,10.27957,1.736879,104.9629,374.332233
2712,20473.21,16.84547,7.359812,152.509,1170.830123
2713,11132.31,6.652103,9.328119,194.9663,1667.732624
2718,22641.64,8.90737,1.13143,207.4811,730.8534585
2719,19713.67,11.38017,6.472433,182.49,1176.899402
2723,23089.13,12.33102,8.962034,159.965,1245.735579
2724,45251.32,9.532535,1.796113,245.1612,1042.042108
2725,52581.07,8.855708,2.972634,194.9744,438.8374341
2726,38850.73,11.92649,10.22422,255.1336,2017.913692
2728,5676.28,7.427575,2.945436,265.1283,922.2317794
2735,7858.21,10.3891,7.923777,104.9629,807.0176026
2738,23454.98,5.371834,6.512117,232.6228,1107.738951
2739,28125.61,6.185,16.15139,197.4945,1696.96925
2740,20465.98,10.10886,8.257765,127.475,825.6485531
2741,22540.94,5.269672,7.193929,127.4421,1087.358783
2742,21497.29,12.15104,8.527084,252.6378,1322.914498
2744,20319.77,9.217962,3.660516,232.6415,998.0643375
2745,46273.12,12.10772,12.22942,132.466,1718.405985
2747,49166.12,8.227196,15.80736,210.1518,2083.424243
2749,66664.82,3.27964,11.38275,267.6647,1636.428296
2750,40411.35,3.059459,6.780515,222.65,1158.10468
2751,70844.17,9.367555,8.27839,169.9447,1169.714886
2752,105396.3,14.48109,9.151288,242.6143,1369.012136
2755,115440.4,6.796318,8.612474,149.9447,1425.150573
2757,16895.6,7.618887,10.49269,172.4705,1601.994832
2758,23624.66,11.26555,5.679237,204.9797,895.0975786
2760,13332.2,8.304309,10.68972,157.4698,1221.300132
2762,175137.3,12.01856,18.2103,207.6386,2150.497966
2763,34193.65,10.67666,13.09427,147.4564,1732.048832
2764,23676.96,8.343598,1.201025,149.9915,540.3210772
2766,17430.05,10.3229,4.600047,192.4567,649.075085
2767,80678.93,4.509935,9.30555,172.4579,1204.289565
2768,31249.18,5.959998,18.55263,232.652,2274.334534
2771,35334.17,11.17062,12.81579,197.4702,1813.141473
2776,25776.46,9.79011,8.100668,182.4433,1598.041286
2782,73686.44,10.45045,6.30655,139.983,1165.890091
2785,50520.8,11.91801,3.341126,227.4754,694.2731917
2790,62480.22,9.818035,12.24637,152.4441,1795.595369
2791,12031.44,7.290001,14.63647,267.6647,2210.449566
2794,8716.91,10.37839,12.55315,182.447,1357.88248
2795,9423.78,7.319997,1.059865,130.0064,380.7812664
2796,131511.8,9.457995,13.47613,172.4885,1838.415776
2799,17263.54,4.945596,2.213342,265.147,1018.286618
2800,61325.92,10.5802,5.954975,117.4392,1069.152457
2801,21098.34,10.42441,8.316193,127.4887,921.8193418
2803,32202.44,14.08029,5.000016,202.6362,1481.311788
2804,68517.92,10.35591,3.469341,200.1185,1376.444987
2805,71588.69,12.47126,7.874579,210.127,1215.186143
2807,14745.74,13.15573,3.890319,149.9928,993.4525617
2809,10092.3,8.528837,11.71559,119.9897,1283.330518
2810,29321.34,11.6262,4.995373,265.1283,1186.556596
2812,152131.7,8.383382,18.7404,162.4689,1864.692477
2816,6624.45,13.42022,2.108436,172.4733,702.1831409
2819,21837.62,12.5508,12.67943,220.1615,1829.634417
2820,7585.29,9.074415,11.2075,184.9797,1977.058574
2822,17442.95,6.80751,4.845811,222.65,1057.31768
2824,92155.37,12.97945,11.55831,192.4404,1538.887965
2827,69293.12,12.84461,8.259716,255.1555,1380.765825
2828,3004.46,6.597598,3.157767,172.4555,675.3184526
2829,59780.22,14.413,2.185047,159.9805,472.1439723
2830,47463.53,10.17097,4.612442,235.1591,1114.048401
2834,32526.64,2.463144,12.29962,184.9853,1418.813901
2837,25315.36,9.909339,6.79324,190.1599,1161.691491
2840,38793.75,11.31573,15.33274,232.6228,1983.300598
2843,30493.16,11.09531,27.0293,220.1185,2794.920011
2844,37555.8,5.561109,13.21554,220.1149,2181.086069
2845,24322.78,15.02079,15.97096,152.4742,1993.401196
2847,54067.41,10.43971,5.448172,225.132,1540.445045
2849,56243.26,9.983208,3.600682,207.6386,935.8715835
2850,22066.61,6.458755,4.459993,222.6654,1014.955092
2852,27102.45,11.61411,12.86853,169.9671,1580.727843
2854,34421.07,9.974199,4.424083,245.1612,1151.054935
2855,43334.45,7.681019,1.462471,169.9447,447.1773574
2856,27777.59,6.327621,9.952476,182.49,1301.393401
2858,56067.63,10.12377,14.40435,137.4836,2060.606368
2859,29044.8,9.651896,4.300397,204.9797,752.2906635
2860,105033.0,7.798421,8.36006,262.6106,1432.224687
2861,116453.0,10.45427,9.693608,129.9598,1607.273001
2863,52931.37,11.35043,10.8754,152.4555,1837.760704
2864,35615.92,8.270725,6.067975,192.4885,722.5123131
2867,71560.17,8.989551,13.96391,139.9512,1745.07852
2874,45989.68,12.09619,16.56847,255.1336,2528.759994
2876,56815.09,13.01529,16.48485,179.9476,1952.410832
2881,14834.59,8.868239,4.646695,237.6549,1658.402714
2889,5092.67,8.059068,14.34935,187.656,1750.253059
2890,14973.52,8.226403,7.881289,174.9768,1303.89059
2891,9327.52,9.904595,4.63962,235.1417,1439.765003
2895,34797.6,11.76312,12.89076,214.9663,1548.154792
2896,29268.79,6.146076,6.726078,147.4564,1212.659466
2898,54794.23,2.747035,6.915354,227.4754,1137.782472
2899,45288.02,12.2307,12.23126,169.9671,1393.130581
2901,32713.07,12.54931,9.448434,252.6378,1489.056859
2903,13925.38,11.32795,7.467093,219.9902,1254.859385
2908,19739.42,9.995799,10.74959,220.1185,1493.782205
